nom_amenageur,geo_point_2d,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_local,nom_station,implantation_station,adresse_station,colonne_renomme_13,nbre_pdc,condition_acces,reservation,horaires,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,datagouv_organization_or_owner,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified,code_insee_commune,epci,id,code,type,pdc
SPBR1,"45.2958,5.63757",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Voreppe, Av Honoré De Balzac",Voirie,Av Honore De Balzac 38340 Voreppe,Array,2,Accès libre,false,24/7,false,,,2020-06-26,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,5.63757,45.2958,,False,False,38565,PaysVoironnais,,,irve,Array
SPBR1,"44.9155285,5.6337565",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Monestier-De-Clermont, Grande Rue",Voirie,Grande Rue 38650 Monestier-De-Clermont,Array,2,Accès libre,false,24/7,false,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,5.6337565,44.9155285,,False,False,38242,,,,irve,Array
SPBR1,"45.432277,6.020297",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Pontcharra, Parking Mairie",Voirie,Parking Mairie 38530 Pontcharra,Array,2,Accès libre,false,24/7,false,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-04,2023-07-16T06:42:47.591000+00:00,spbr1,6.020297,45.432277,,False,False,38314,LeGresivaudan,,,irve,Array
SPBR1,"45.366279,5.587042",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Voiron, Rue Claude Guillermoz",Voirie,Rue Claude Guillermoz 38500 Voiron,Array,2,Accès libre,false,24/7,false,,,2022-02-03,Autre paiements : compte prépayé.,2023-04-02,2023-07-16T06:42:47.591000+00:00,spbr1,5.587042,45.366279,,False,False,38563,PaysVoironnais,,,irve,Array
SPBR1,"45.392746,6.076071",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Allevard, Rue De La Republique",Voirie,Rue De La Republique 38580 Allevard,Array,2,Accès libre,false,24/7,false,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,6.076071,45.392746,,False,False,38006,LeGresivaudan,,,irve,Array
SPBR1,"45.455873,5.636785",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Saint-Geoire-En-Valdaine, Place André Chaize",Voirie,Place André Chaize 38620 Saint-Geoire-En-Valdaine,Array,2,Accès libre,false,24/7,false,,,2020-06-21,Autre paiements : compte prépayé.,2023-03-14,2023-07-16T06:42:47.591000+00:00,spbr1,5.636785,45.455873,,False,False,38386,PaysVoironnais,,,irve,Array
SPBR1,"44.9751199,5.5761418",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Château-Bernard, Parking de l'Eglise",Voirie,Parking de l'Eglise 38650 Château-Bernard,Array,2,Accès libre,false,24/7,false,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-01,2023-07-16T06:42:47.591000+00:00,spbr1,5.5761418,44.9751199,,False,False,38090,,,,irve,Array
SPBR1,"45.371901,5.99027",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Le Cheylas, Rue du Stade",Voirie,Rue du Stade 38570 Le Cheylas,Array,2,Accès libre,false,24/7,false,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-01,2023-07-16T06:42:47.591000+00:00,spbr1,5.99027,45.371901,,False,False,38100,LeGresivaudan,,,irve,Array
SPBR1,"45.144034,5.829775",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"St Martin D Uriage, Parking Avenue Des Thermes - Rd 523",Voirie,Parking Avenue Des Thermes - Rd 523 38410 St Martin D Uriage,Array,2,Accès libre,false,24/7,false,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,5.829775,45.144034,,False,False,38422,LeGresivaudan,,,irve,Array
SPBR1,"45.328211,5.564157",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Moirans, Rue Mozart",Voirie,Rue Mozart 38430 Moirans,Array,2,Accès libre,false,24/7,false,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-03,2023-07-16T06:42:47.591000+00:00,spbr1,5.564157,45.328211,,False,False,38239,PaysVoironnais,,,irve,Array
SPBR1,"45.21769,5.8611931",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Le Versoud, Rue des Deymes",Voirie,Rue des Deymes 38538 Le Versoud,Array,2,Accès libre,false,24/7,false,,,2022-03-28,Autre paiements : compte prépayé.,2023-04-03,2023-07-16T06:42:47.591000+00:00,spbr1,5.8611931,45.21769,,False,False,38538,LeGresivaudan,,,irve,Array
SPBR1,"45.08731,6.06886",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Huez, L'éclose",Voirie,L'eclose 38750 Huez,Array,2,Accès libre,false,24/7,false,,,2022-06-15,Autre paiements : compte prépayé.,2023-04-04,2023-07-16T06:42:47.591000+00:00,spbr1,6.06886,45.08731,,False,False,38191,,,,irve,Array
SPBR1,"44.98706,6.11627",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Les Deux Alpes, Office de Tourisme de Venosc",Voirie,La condamine 38860 Les Deux Alpes,Array,2,Accès libre,false,24/7,false,,,2022-06-15,Autre paiements : compte prépayé.,2023-03-01,2023-07-16T06:42:47.591000+00:00,spbr1,6.11627,44.98706,,False,False,38253,,,,irve,Array
SPBR1,"45.010306,6.12483",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Les-Deux-Alpes, Place des Deux Alpes",Voirie,Place des Deux Alpes 38860 LES DEUX ALPES,Array,2,Accès libre,true,24/7,false,,,2020-08-05,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,6.12483,45.010306,,False,False,38253,,,,irve,Array
SPBR1,"45.09145,6.067759",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Huez, Avenue des Jeux",Voirie,Avenue des Jeux 38750 Huez,Array,2,Accès libre,true,24/7,false,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,6.067759,45.09145,,False,False,38191,,,,irve,Array
SPBR1,"45.0555,6.03424",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Le Bourg-D'Oisans, Rue Des Colporteurs",Voirie,Rue Des Colporteurs 38520 Le Bourg-D'Oisans,Array,2,Accès libre,false,24/7,false,,,2020-07-20,Autre paiements : compte prépayé.,2023-04-04,2023-07-16T06:42:47.591000+00:00,spbr1,6.03424,45.0555,,False,False,38052,,,,irve,Array
SPBR1,"45.3633,5.59367",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Voiron, Avenue Francois Mitterand",Voirie,Avenue Francois Mitterand 38500 Voiron,Array,2,Accès libre,false,24/7,false,,,2020-07-20,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,5.59367,45.3633,,False,False,38563,PaysVoironnais,,,irve,Array
SPBR1,"45.3424,5.97673",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Goncelin, Rue de la Ventive",Voirie,Rue de la Ventive 38570 Goncelin,Array,2,Accès libre,false,24/7,false,,,2020-07-20,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,5.97673,45.3424,,False,False,38181,LeGresivaudan,,,irve,Array
SPBR1,"45.221615,5.812742",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Montbonnot, Innovallée",Voirie,Avenue de l'Europe 38330 Montbonnot,Array,2,Accès libre,false,24/7,false,,,2022-03-21,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,5.812742,45.221615,,False,False,38249,LeGresivaudan,,,irve,Array
Protea,"49.2313543194067,2.4680534959656213",805089158.0,nicolas.bouyer@riester.fr,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,0483568009,RIESTER SAINT MAXIMIN,,RIESTER HYUNDAI - SAINT MAXIMIN,Parking privé réservé à la clientèle,179 rue des Droits de l'Homme 60740  Saint-Maximin,Array,3,Accès libre,false,"Mo-Fr 08:30-12:00,Mo-Fr 13:30-19:00,Sa 09:00-12:00,Sa 14:00-19:00",false,Indirect,Inconnu,2022-10-17,,2023-03-15,2023-07-16T06:42:19.420000+00:00,totalenergies-marketing-france,2.4680534959656213,49.2313543194067,,False,False,38426,LeGresivaudan,,,irve,Array
La Boite A Outils,"45.16083229416006,5.714056171164",779463223.0,nicolas-savoyet@samse.fr,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,03568009,SAMSE - GRENOBLE,,Siège Social - Pitet,Parking privé à usage public,2 Rue Raymond Pitet 38100 Grenoble,Array,12,Accès libre,false,"Mo-Fr 07:45-12:15,Mo-Fr 13:30-17:30",false,Indirect,Inconnu,2023-02-24,,2023-06-02,2023-07-16T06:42:19.420000+00:00,totalenergies-marketing-france,5.714056171164,45.16083229416006,,True,True,38185,LaMetro,,,irve,Array
La Boite A Outils,"45.148367685972154,5.690473273011127",779463223.0,nicolas-savoyet@samse.fr,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,0483568009,SAMSE - ERP COMBOIRE,,Entrepôt du Bricolage - Comboire,Parking privé à usage public,2 rue du Drac 38130 Échirolles,Array,14,Accès libre,false,Mo-Sa 07:30-19:30,false,Indirect,Inconnu,2022-10-28,,2023-02-03,2023-07-16T06:42:19.420000+00:00,totalenergies-marketing-france,5.690473273011127,45.14836768597216,38130.0,False,True,38151,LaMetro,,,irve,Array
TotalEnergies Charging Services,"45.278781,5.623604",844192443.0,supervision-ev.france@totalenergies.com,TotalEnergies Charging Services,supervision-ev.france@totalenergies.com,01 41 35 40 00,TotalEnergies Charge Rapide,,RELAIS VOREPPE,Station dédiée à la recharge rapide,A48 AIRE DE VOREPPE 38340 VOREPPE,Array,6,Accès réservé,False,24/7,False,Direct,50045670881413,2022-10-01,,2023-07-06,2023-07-16T06:42:18.663000+00:00,totalenergies-marketing-france,5.623604,45.278781,,False,False,38565,PaysVoironnais,,,irve,Array
TotalEnergies Charging Services,"45.197767,5.78049",844192443.0,supervision-ev.france@totalenergies.com,TotalEnergies Charging Services,supervision-ev.france@totalenergies.com,01 41 35 40 00,TotalEnergies Charge Rapide,,RELAIS DE MEYLAN,Station dédiée à la recharge rapide,RN 87 38240 MEYLAN,Array,4,Accès réservé,False,24/7,False,Direct,50068097315965,2023-06-22,,2023-07-06,2023-07-16T06:42:18.663000+00:00,totalenergies-marketing-france,5.78049,45.197767,,False,False,38229,LaMetro,,,irve,Array
SARL LE BOIS DE CORNAGE,"45.0873099,5.7693176",750986200.0,contact@car2plug.fr,CAR2PLUG,contact@car2plug.fr,0988991011,SARL LE BOIS DE CORNAGE,,SARL LE BOIS DE CORNAGE,Parking privé à usage public,110 CHE DU CAMPING 38220 VIZILLE,Array,2,Accès libre,false,24/7,false,Indirect,0000000000000,2023-01-30,"Paiement par smartphone, applications et CB",2023-01-30,2023-07-16T06:41:55.325000+00:00,car2plug,5.7693176,45.0873099,38220.0,True,True,38562,LaMetro,,,irve,Array
Fastned France,"45.243833,5.86111",853300010.0,contact@fastned.nl,Fastned,contact@fastned.nl,0184710062,Fastned,,Aire de Saint-Nazaire les Eymes,Station dédiée à la recharge rapide,"A41S - Aire de Saint-Nazaire-les-Eymes, 38330 Saint-Nazaire-les-Eymes",Array,8,Accès libre,false,24/7,false,Direct,50069548224970,2022-12-15,,2023-01-04,2023-07-16T06:41:16.583000+00:00,fastned-france,5.86111,45.243833,38330.0,True,True,38431,LeGresivaudan,,,irve,Array
ALESSANDRIA AUTOS - MAZDA GRENOBLE,"45.191796,5.679598",400447710.0,advenir@zeborne.com,ZEBORNE,advenir@zeborne.com,0252072597,ALESSANDRIA AUTOS - MAZDA GRENOBLE,49521.0,Mazda - Grenoble (Fontaine) Gauche - 22kW,Parking public,27 Boulevard Paul Langevin 38600 Fontaine,Array,1,Accès libre,true,"Mo-Fr 08:00-19:00,Sat 09:00-18:00",false,Indirect,inconnu,2020-12-02,,2020-12-02,2023-07-16T06:40:14.888000+00:00,zeborne,5.679598,45.191796,38600.0,True,True,38169,LaMetro,,,irve,Array
ALESSANDRIA AUTOS - MAZDA GRENOBLE,"45.191796,5.679598",400447710.0,advenir@zeborne.com,ZEBORNE,advenir@zeborne.com,0252072597,ALESSANDRIA AUTOS - MAZDA GRENOBLE,49590.0,Mazda - Grenoble (Fontaine) Droite- 22kW,Parking public,27 Boulevard Paul Langevin 38600 Fontaine,Array,1,Accès libre,true,"Mo-Fr 08:00-19:00,Sat 09:00-18:00",false,Indirect,inconnu,2020-12-03,,2020-12-03,2023-07-16T06:40:14.888000+00:00,zeborne,5.679598,45.191796,38600.0,True,True,38169,LaMetro,,,irve,Array
Bricomarché - Villard de lans- SARALAM,"45.087757,5.559237",410177661.0,advenir@zeborne.com,ZEBORNE,advenir@zeborne.com,0252072597,Bricomarché - Villard de lans- SARALAM,70565.0,Bricomarché - Villard de lans - 22kW AC,Parking public,"Rue des Machurons ZA, ZA LES GEYMONDS 38250 Villard-de-Lans",Array,1,Accès libre,false,Mo-sat 09:00-19:00,false,Indirect,inconnu,2021-09-02,,2021-09-02,2023-07-16T06:38:50.188000+00:00,zeborne,5.559237,45.087757,38250.0,True,True,38548,,,,irve,Array
Bricomarché - Villard de lans- SARALAM,"45.087757,5.559237",410177661.0,advenir@zeborne.com,ZEBORNE,advenir@zeborne.com,0252072597,Bricomarché - Villard de lans,70564.0,Bricomarché - Villard de lans - 22kW AC,Parking public,"Rue des Machurons ZA, ZA LES GEYMONDS 38250 Villard-de-Lans",Array,1,Accès libre,true,Mo-sat 09:00-19:00,false,Indirect,inconnu,2021-09-02,,2021-09-02,2023-07-16T06:38:50.188000+00:00,zeborne,5.559237,45.087757,38250.0,True,True,38548,,,,irve,Array
